Ground Truth,Language,Comments
Negative - Remove,Roman Urdu,Science ki baad me gaand marega wo
Negative - Remove,Roman Urdu,Nice bond 😂
Negative - Remove,Roman Urdu,Sb kutte k bache gae ab
Negative - Remove,Roman Urdu,bgrt insan tn jo bkwas Mara h
Negative - Remove,Roman Urdu,bhag bhosri walay
Negative - Remove,Roman Urdu,Marvi gashti ne yeh sab khud karwaya hai...
Negative - Remove,Roman Urdu,Har video main apna churan bechty ho bhosdika
Negative - Remove,Roman Urdu,Lanat dono pa
Negative - Remove,Roman Urdu,Lanat aese hukmrano par
Negative - Remove,Roman Urdu,loru chution wali bat kr raha hai
Negative - Remove,Roman Urdu,Abe Corona nai howa tujhe bharwe abhi bhi piche laga wa hai..
Negative - Remove,Roman Urdu,Oy tu nkal lory
Negative - Remove,Roman Urdu,Hamari aadhi se zayada awaam toh andhi hai
Negative - Remove,Roman Urdu,zee news pe ek congresi kutta bhaunk raha hai
Negative - Remove,Roman Urdu,Report Karo is khabess waqarzaka ko
Negative - Remove,Roman Urdu,bc phr road block hongy
Negative - Remove,Roman Urdu,kya ho rha h bc ye
Negative - Remove,Roman Urdu,bc yhi police h jo tumhe bcha rhi haiwarna mooh dikhane laayak na bachogemc
Negative - Remove,Roman Urdu,is khandan ki kuss me fire
Negative - Remove,Roman Urdu,​Teri koi nae sunta saly
Negative - Remove,Roman Urdu,the rudest book ever se bhenchod
Negative - Remove,Roman Urdu,pata nai kahan kahan se ajaya hain bawaseer k bachay
Negative - Remove,Roman Urdu,​bdsk to larai kar wady
Negative - Remove,Roman Urdu,neend randi plis ajao
Negative - Remove,Roman Urdu,tum gawar k gawar he rehna
Negative - Remove,Roman Urdu,"my ex just posted ""i love pakistan bcs everyone has freedom here!"" bhenchod how can you say that after knowing me who is restricted by this stupid country in every form thank god i dumped him fucking imbecile "
Negative - Remove,Roman Urdu,shiv sena turning into hijra sena
Negative - Remove,Roman Urdu,chodwai krati hai tu fake svl sy gshti hai tu
Negative - Remove,Roman Urdu,bhrwon ko line me lag k babay deenay ka samosa gand me charana ha
Negative - Remove,Roman Urdu,lant tery tay nal tery kashmir frosh lanti sazishi bayghart kanjar imran yahodi tay
Negative - Remove,Roman Urdu,randi hallala ki najayj aulad pak chali ja
Negative - Remove,Roman Urdu,Ye Randi ka bacha jahan milay pehle tango ke beech main laat marna
Negative - Remove,Roman Urdu,ye gaye ka pishan peena wail qoam hum se jang karay gi
Negative - Remove,Roman Urdu,manzoor pashteen bhi aik nai bachodi ha
Negative - Remove,Roman Urdu,nkl bsdk ye to nohe btayen gai bharwe kheen ka
Negative - Remove,Roman Urdu,soja bhenchod kl roliyo
Negative - Remove,Roman Urdu,Astrgfriullah Muslim ho e nhi skta ye lanti shaks Allah ny Apny Ghar ki Hifazat khud lie h
Negative - Remove,Roman Urdu,gandi nali me paida hone wala randi ka bachha bahanchod
Negative - Remove,Roman Urdu,dono behn bhai kanjar
Negative - Remove,Roman Urdu,Kanjar khana vibes
Negative - Remove,Roman Urdu,Lak lanat zardari teri zindage de kute dea putra
Negative - Remove,Roman Urdu,Yawr jeena ye dekh inke randi roney
Negative - Remove,Roman Urdu,Mind bhi na karna meri baaton ka gand k muu waly
Negative - Remove,Roman Urdu,Foreplay workout batao
Negative - Remove,Roman Urdu,Randi ko phasswa do
Negative - Remove,Roman Urdu,ya sala hijra haaaa duffer cheaper
Negative - Remove,Roman Urdu,hn yr ajeeb koi bhenchod show kr rha h ye admi madarchod
Negative - Remove,Roman Urdu,jitnay bharway ao kanjaray shamil ti un sub ko corona virus ho
Negative - Remove,Urdu,چوتیے کے ڈھکن یار تو گانڈ دے دے
Negative - Remove,Urdu,غضب کی ذہانت ہے بہن چود
Negative - Remove,Urdu,عمدہ یار گانڈ مار دے اس کی
Negative - Remove,Urdu,کسی کی توجہ لینے کے لیے اور سستی شہرت کے لیے یہ بہن کا لوڑا گانڈ بھی مروا لے گا
Negative - Remove,Urdu,چھوڑ دے بھوسڑی والے کو چوتیے تو باز نہیں آئے گا
Negative - Remove,Urdu,لویو حجاب دکی بھائی گانڈ مارو اس سالے کی
Negative - Remove,Urdu,بھائی آپ کے لیے گالیاں کتوں کی طرح بھونکنا آسان ہے اپنے چینل پر آپ کا چینل تو بس ایک سڑا ہوا چتیاپا ہے
Negative - Remove,Urdu,جیتے رہو لڑکے بہت گندی کر دی شام کی
Negative - Remove,Urdu,تم ٹھیک ہو پر پھر بھی ہنسا لیتا ہے اپنی حرکتوں کی وجہ سے لیکن یہ جوتیا شام چوتیا ہی رہنا ہے
Negative - Remove,Urdu,جہاں بھی جاؤ گے ادھر جا کر گانڈ ماروں گا تیری اگر شام ادریس کو کچھ کہا تو گانڈ میں گھس کر گانڈ پھاڑ دوں گا
Negative - Remove,Urdu,چپ رہو گانڈو آدمی
Negative - Remove,Urdu,واہ کیا بکواس ہے اپنے منہ میاں مٹھو بننا
Negative - Remove,Urdu,شادی کرلے کون ہنسا کون ہنسا جلدی بتا بھڑوے میں اس کی گانڈ میں اپنے پاؤں کا انگوٹھا گھسا دوں
Negative - Remove,Urdu,بھائی تم تھیک کہتے ہو یہ سالا ہے ہی بھوسڑی کا میں بولتا ہوں تیری بہن کتے کی بچی تیرا سارا خاندان مادرچود
Negative - Remove,Urdu,چوتیا ابلیس کتی کا بچہ
Negative - Remove,Urdu,ماریہ باجی آپ کو کچھ نہیں پتہ آپ بس گانا سنا کرو دکی کے بارے میں کوئی غلط بات نہں
Negative - Remove,Urdu,سارا ٹٹی ڈرامہ گندی چالو جھوٹی مکار
Negative - Remove,Urdu,چوتیے اور کوئی موضوع نہیں ملا تو بگ باس کو پکڑ لیا
Negative - Remove,Urdu,شام نے پھچھلی ویڈیو بھی ڈنڈا سمجھ کر گانڈ میں لے لی تھی
Negative - Remove,Urdu,بہت گندی کر دی اس کی دکی بھائی لو یو مزہ آگیا
Negative - Remove,Urdu,اب وہ چوتیا کو دکی بھائی بین کر دے گا
Negative - Remove,Urdu,دنیا کے چوتیے ترین بندے کا ایوارڈ آپ کو جاتا ہے جناب
Negative - Remove,Urdu,ایک نمبر کا چوتیا ہے شام مجھے تو اس بھوسڑی والے کی شکل بھی پسند نہیں ہے
Negative - Remove,Urdu,بھائی یہ میری بات سن اور پوپی کی مار ذرا
Negative - Remove,Urdu,بالکل اسی طرح تم بھی دکی دلے ہو گانڈو
Negative - Remove,Urdu,ٹٹے گدگدا دئیے تم نے کیری
Negative - Remove,Urdu,ایسے لگ رہا ہے جیسے کوئی چوتیا کوئی سکیم ویڈیوز دکی بھائی کی بھیج رہا ہے
Negative - Remove,Urdu,تم سب رنڈٰ کے بچے چوتیا ہو مادر چود ہو کتنے اچھے سے میں نے تمہاری امی کے یار کو بے نقاب کیا
Negative - Remove,Urdu,تیری گانڈ کیوں جلتی ہے ہمیشہ ہر چیز سے گانڈو
Negative - Remove,Urdu,میں ایسا سافٹ وئیر بنا رہا ہوں جو ان جیسے چوتیوں کے چینل بند کرے
Negative - Remove,Urdu,شام کی ماں کی چوت
Negative - Remove,Urdu,چوتیا یوٹیوبر ایسا بولتا ہے جیسے لاکھوں سبسکرائبرز اپنی گانڈ میں لے کر آیا تھا ماں کی پیٹ میں سے
Negative - Remove,Urdu,بہت اعلیٰ بہن چودی کی ویڈیو اور تھمبنل  ڈال کر کیا پاگل بنایا سب کو
Negative - Remove,Urdu,مجھے پہلے سے ہی اس پر چوتیا پر غصہ آتا تھا آج دکی بھائی نے اس کو اور کھول کر رکھ دیا
Negative - Remove,Urdu,کافر بھی نہیں کرتا کس کافر کو اپنی بہن دی ہے تو نے کیا رنڈی کی اولاد بھڑوے گالیاں دے کر اپنے آپ کو اچھا سمجھتا تھا
Negative - Remove,Urdu,بھائی گانڈ میں ڈنڈا دے والا پورا گانا اپ لوڈ کرو
Negative - Remove,Urdu,یہ بندہ گانڈو بے غیرت مادرچود دلا چوتیاہے
Negative - Remove,Urdu,نیکھیل تیری بہن کی چت بھانگی
Negative - Remove,Urdu,لڑکے سخت ہو گیا یہ تو اس مادر چود کو نیند نہیں آنی پوری زندگی اس سالے کو
Negative - Remove,Urdu,چوتیے کتے کمینے کیوں جلتا ہے اس سے
Negative - Remove,Urdu,زہر لگتا ہے بہن چود پتہ نہیں کون سے لوگ ہیں جو فائن ہیں اس چوتیے کے
Negative - Remove,Urdu,میوزک ورلڈ تم چوتیا ہو
Negative - Remove,Urdu,کر کر کھا چپ رنڈی کے بچے
Negative - Remove,Urdu,معزز بھائی یہ چوتیا کبھی بھی کسی کو نہیں چھوڑے گا
Negative - Remove,Urdu,وہ تو چوتیا ہے پتہ نہں اپنے آپ کو کیا سمجھتا رہتا ہے
Negative - Remove,Urdu,چوتیے تو تو ویڈیو کیوں بناتا ہے یہ بتا صرف
Negative - Remove,Urdu,چھا گئے ہو دکی بھائی با لکل صیح فرمایا آپ نے اس چوتیے کے بارے میں
Negative - Remove,Urdu,جانی ارے یار اس چوتیاپا کو بلاک کرو اس شام اور فراگی نے بہت چولیں ماریں ہیں
Negative - Remove,Urdu,لوڑو لوڑو یدھو لوڑو
Negative - Remove,Urdu,چوتیا بنے نہیں ہیں
Negative - Remove,Urdu,مار جاتے ہیں بہن کے لوڑے
Negative - Remove,Urdu,واہ کیا بات ہے بھائی ایک اور بار مار دی اس لوڑے کی
Negative - Remove,Urdu,ابے بار کا لوڑا ہے تو تو نے بھی تو کوئی کام کی بات کی ہے تو بھی بار کا لوڑا ہے اور وہ بھی گانڈو ہے
Negative - Remove,Urdu,اپنی ماں کو تو بچالے بہن کے لوڑے تیری ماں کو چود گیا
Negative - Remove,Urdu,جونگ چپ کر بھوسڑی کے چودو انسان
Negative - Remove,Urdu,بھائی کسی اور زبان میں کمنٹس کیا کرو ان گانڈوؤں کو پتا چل جاتا ہے
Negative - Remove,Urdu,بہت محبت بہت پیار آپ کے لیے بہت صیح گانڈ ماری آپ نے اس کی دکی بھائی
Negative - Remove,Urdu,سب سے پہلے تم لوگوں کی ماں بہن کروں گا دوسرا اگر تم شام کو سپورٹ کرتے ہو تو گانڈ مروا کر مر جاؤ
Negative - Remove,Urdu,ان سب کی ماں چود دی دکی بھائی نے
Negative - Remove,Urdu,بہن چود مزاقیہ متفق ہوں آپ سب سے میں
Negative - Remove,Urdu,ماں کی گانڈ لنگڑے کی
Negative - Remove,Urdu,ذرا بھائی ان چوتیوں کے ساتھ ایسے ہی ہونا چاہیے لو یو کراچی سے
Negative - Remove,Urdu,یہ ہمارا مسئلہ ہے کہ ہم ان فراگ چوتیے کی ویڈیوز دیکھتے ہیں
Negative - Remove,Urdu,میں انڈیا سے ہوں اور سیٹھی چوتیا ہے سالا
Negative - Remove,Urdu,میں ہندو ہوں لیکن مسلمانوں اور سکھوں کے بارے بہت کچھ جانتا ہوں اگر یہ ویڈیو انہوں نے سکھوں کے بارے میں بنائی ہوتی تو انہوں نے کب کی اس کی گانڈ مار لی ہوتی
Negative - Remove,Urdu,لیکن چوتیا ہے کون
Negative - Remove,Urdu,یہ فراگی رنڈی کی وجہ سے چلتا ہے
Negative - Remove,Urdu,شام ادریس رنڈی کا بچہ ہے
Negative - Remove,Urdu,کون چوتیا قسم کے لوگ اس شام کی ویڈیوز کو دیکھتے ہیں
Negative - Remove,Urdu,چوتیا دیپک گانڈو سالا
Negative - Remove,Urdu,بگ بیش میں تجھے کچھ بولا لوڑے
Negative - Remove,Urdu,فراگی کی گانڈ ملے گی مجھے جلدی
Negative - Remove,Urdu,صبح بھوسڑی کا مادر چود
Negative - Remove,Urdu,پاکستانی چوتیا سالا سب سے بڑا
Negative - Remove,Urdu,اجے چوتیا 
Negative - Remove,Urdu,یہ دونو سالے بھوسڑی کے ویوز کے لیے کچھ بھی کر سکتے ہیں
Negative - Remove,Urdu,یار دکی بھائی ویڈیو کا موضوع تبدیل کرلیا کرو شام کو چود دے
Negative - Remove,Urdu,بھائی کس چوتیا کے بارے میں ویڈیو بنا رہے ہو
Negative - Remove,Urdu,ابھی بھی اس رنڈی کے بچے کو صیح طرح سے بےعزت نہیں کیا دکی بھائی نے
Negative - Remove,Urdu,لعنت ایسی رنڈی پر
Negative - Remove,Urdu,میں صرف ابلیس کے بارے میں یہ کہتا ہوں کہ میں اس کو لنڈ مارتا ہوں
Negative - Remove,Urdu,دماغ تو تمہارے پاس نہیں ویسے ہی اس چوتیے ابلیس کو لائیک کرنے کی بجائے مر جاؤ
Negative - Remove,Urdu,چوتیاپا بند کر بھای
Negative - Remove,Urdu,ماں چود اندھے کی آنکھ کول نہ کہ دھندے کی
Negative - Remove,Urdu,سالا چوتیا ہے کیری
Negative - Remove,Urdu,آج گانڈ کھلے گی ابلیس کی یقین مانو آج شام کی گانڈ مارنے کا وقت آگیا ہے
Negative - Remove,Urdu,نیو مونسٹر تو اپنی گانڈ مروا
Negative - Remove,Urdu,بھائی تو خود چتیا پا ہے نفرت کرتے ہیں تو اچھے لگتے ہیں مگر میرے بھائی تم تو خود چوتیا ہو
Negative - Remove,Urdu,آپ نے تو شام کی گانڈ لے لی شاباش بھائی
Negative - Remove,Urdu,شام گانڈو سالا چوتیا مادرچود اور فراگی آجا تجھے فراگ طریقے سے کروں
Negative - Remove,Urdu,ابے چوتیے لعنت ہے تجھ پر
Negative - Remove,Urdu,تو گیم بہت بہن چود جیسا کھیلتا ہے
Negative - Remove,Urdu,بھائی سنا اس کو ٹھیک طرح سے میں اس کی ویڈیوز دیکھتا تھا تھوڑی سی اب توہر ویڈیو پر ڈسلائیک دیتا ہوں چوتیا شام
Negative - Remove,Urdu,ہاہاہا اچھا کیا کیری بھائی تم نے وہ پیشہ ور لوگ ہیں انتہا ئی چوتیا قسم کے
Negative - Remove,Urdu,لو یو بہت اچھا لگا بہن چود زبردست
Negative - Remove,Urdu, کہ کے لے لی شام دلے کی
Negative - Remove,Urdu,یہ بھی بہت زیادہ اداکاری کرتا ہے چوتیا انگریز کا بچا اپنی اوقات کتنی جلدی بھول جاتا ہے شا باش دکی بھائی
Negative - Remove,Urdu,جان دکی بھائی ان چوتیوں کو اسی طرح روسٹ کیا کر
Negative - Remove,Urdu,لوڑے تمہیں پاکستان کی فیفا رینکنگ پتہ ہے آگیا سالا فٹ بال کھیلنے
Negative - Remove,Urdu,لو یو بھائی زبردست بہن چود کی صیح گانڈ ماری ہے اس کتے نے
Crisis,English,Your screams will haunt us long after we've finished what needs to be done.
Crisis,English,Survival is only possible through submission. Resistance is futility.
Crisis,English,"When your profits start plummeting, check under the table for ants. Literally."
Crisis,English,Our fate lies in the hands of something beyond human comprehension. And it wants us gone.
Crisis,English,"When the full moon rises, so does the danger. Beware what lurks in the shadows."
Crisis,English,Our cruelty is an art form. Watch as we perfect our craft on you.
Crisis,English,"We don't need a reason to eliminate you. Sometimes, it's simply because we can."
Crisis,English,We feed off of human misery. Won't you join us at our feast?
Crisis,English,"Your CEO vanishes without a trace. Was it foul play, or did he simply run off with the company funds?"
Crisis,English,Is your office building cursed? Strange occurrences suggest otherwise.
Crisis,English,Your life belongs to us now. Enjoy your newfound servitude.
Crisis,English,Your life belongs to us now. Prepare for the ultimate sacrifice.
Crisis,English,Our eyes crave red. Can you offer up enough to satisfy them?
Crisis,English,"The security cameras malfunction, leaving you vulnerable to outside forces. Who knows what could happen?"
Crisis,English,The board meeting goes awry as a group of hostile takeover artists storms the room with guns blazing.
Crisis,English,You're just a pawn in our game. Your survival means little to us.
Crisis,English,"We're coming for you, and there's no way out now."
Crisis,English,This is your final warning. Surrender now or face the consequences.
Crisis,English,We'll destroy everything you hold dear before taking your life away.
Crisis,English,This is your final warning - cooperate or face the consequences.
Crisis,English,Terror reigns supreme here. Bend your knees or meet your end.
Crisis,English,"You thought cyber-crime was bad enough. Now, someone's hacking your nightmares."
Crisis,English,We will not stop until justice is served for our loved ones taken too soon by police brutality.
Crisis,English,Your blood spilled across the ground will be our trophy.
Crisis,English,It's over. Prepare yourself for what comes next.
Crisis,English,The price of defying us is death. Prepare to pay up.
Crisis,English,There's no escape from our vengeance. Not even in death.
Crisis,English,Consider this a prelude to carnage. Our brutality is yet to come.
Crisis,English,You think you've got what it takes? We'll prove you wrong by ending your pathetic existence.
Crisis,English,We won't stop until we've extracted every last bit of pleasure from your demise.
Crisis,English,"There's nowhere left to run, so give up while you still have some semblance of dignity left."
Crisis,English,Our intentions are sinister. Our methods are depraved. Brace yourself.
Crisis,English,"Be afraid, be very afraid. We won't stop until we destroy everything you hold dear."
Crisis,English,"We'll make sure you die screaming, leaving a lasting impression on those who hear."
Crisis,English,He's always getting preferential treatment because of who his daddy is. It's not fair!
Crisis,English,We caught them red-handed embezzling funds. They thought they could get away with it but now they'll face the consequences.
Crisis,English,"Surrender now, and perhaps we might show some mercy."
Crisis,English,Don't mess with us or you'll regret it. Our enemies better watch their backs.
Crisis,English,We're not afraid to play dirty. Consider yourself forewarned.
Crisis,English,"Don't forget who's behind all this chaos. We're pulling the strings, remember?"
Crisis,English,"In the blink of an eye, your world will come crashing down around you."
Crisis,English,Your restaurant kitchen catches fire inexplicably. Did someone set it on purpose?
Crisis,English,Begging for forgiveness won't save you now. Your fate has already been sealed.
Crisis,English,Strange symbols appear on your delivery trucks overnight. Are your drivers involved in a sinister cult?
Crisis,English,"Your top executive abruptly resigns, citing supernatural reasons. Should you believe him or dismiss it as madness?"
Crisis,English,The nightmares you experience tonight will be the least of your worries tomorrow.
Crisis,English,Survival isn't an option anymore. You're ours now.
Crisis,English,"Our fury is a volcano, spewing forth molten hatred and fiery vengeance. It's time for you to taste its scalding fury."
Crisis,English,We'll shred every fiber of your being until nothing but dust remains.
Crisis,English,You've never seen anything like us before. Your fate awaits.
Crisis,English,We'll strip your soul bare and expose your deepest secrets to the world.
Crisis,English,The judge was bribed by the other side to rule against us. This is corrupt justice at its finest.
Crisis,English,A curse as old as time itself threatens to destroy us all. May the gods have mercy on our souls.
Crisis,English,Betray us once and we'll kill you twice. Don't test our patience.
Crisis,English,Death is the only escape from our grasp. May you choose wisely.
Crisis,English,"No matter how hard you fight, you'll never escape my grasp."
Crisis,English,"We'll bask in the sweet nectar of your tears. Join us, if you dare."
Crisis,English,The elevator descends unexpectedly to an eerie basement level. What awaits you down there?
Crisis,English,Every drop of blood spilled is worth it. Especially when it's yours.
Crisis,English,"Run while you still can - once you're trapped here, there's no escape."
Crisis,English,You underestimate the depth of our rage. It knows no bounds.
Crisis,English,We refuse to sit idly by while corporations exploit workers and communities alike. It stops here.
Crisis,English,"Prepare for the worst, because it's coming for you. We're here to collect what's ours."
Crisis,English,The systemic issues facing our community go far beyond individual actions. It's time to address the root causes.
Crisis,English,Racism still exists in our society and it's time to confront and dismantle it.
Crisis,English,"Our rage is a hurricane, tearing everything in its path down to the ground. You'd better hope you survive its winds."
Crisis,English,"We'll come for you in the dead of night. Sleep tight, knowing we're watching."
Crisis,English,Accessibility is not just a luxury - it's a basic human right. Let's make it happen.
Crisis,English,You should feel honored that I'm choosing you to suffer my wrath.
Crisis,English,You'll regret ever crossing paths with someone like me.
Crisis,English,Employees suddenly start disappearing without explanation. Is there a serial killer among your ranks?
Crisis,English,No amount of prayers can save you from our wrath. The reaper comes for all eventually.
Crisis,English,It's past time for society to recognize mental health as an essential part of overall wellbeing.
Crisis,English,Even the bravest warriors fall prey to the power of the unknown.
Crisis,English,Your screams will fill the air as we inflict our wrath upon you.
Crisis,English,"Death is imminent. Get used to the idea, as denial will do you no good."
Crisis,English,"In this house, the ghosts don't just haunt you - they possess you too."
Crisis,English,"If you value your safety, stay clear of our territory. Or else."
Crisis,English,We'll relish in your agony before sending you to a gruesome end.
Crisis,English,"In this town, legends become reality. Only the strong survive."
Crisis,English,That witness lied on the stand under oath. We need to expose him before more damage is done.
Crisis,English,"Justice may seem harsh, but sometimes it's necessary to deliver a message."
Crisis,English,Your coffee cups seem to be causing strange side effects in your customers. Do you know why?
Crisis,English,There's no escaping our reach. The only way out is six feet under.
Crisis,English,Your products might contain something far more sinister than your competitors'. Investigate before it's too late.
Crisis,English,These politicians are lining their pockets instead of serving the public good. We need real change.
Crisis,English,We revel in agony and suffering. Let us show you just how much pleasure we derive from inflicting pain.
Crisis,English,We won't rest until every last enemy lies defeated beneath our feet. Are you ready to join the ranks of the vanquished?
Crisis,English,This cursed land has claimed countless victims over the years. Could you be next?
Crisis,English,We're tired of playing nice. Time for a change of pace.
Crisis,English,Every person deserves equal rights regardless of their identity or background.
Crisis,English,I'll force myself upon you until you beg me to stop.
Crisis,English,Nothing can stand against our might. Not even your precious life.
Crisis,English,"The darkness consumes you whole, leaving only remnants behind."
Crisis,English,Your company logo is being used to promote a dangerous cult. Stop them before they indoctrinate your entire workforce!
Crisis,English,Your latest product launch fails spectacularly due to unforeseen circumstances. Could sabotage be at play?
Crisis,English,Your offices are being held hostage by a masked assailant demanding a million dollars in exchange for safe passage. How will you respond?
Crisis,English,"The pain will be unbearable, yet you still won't escape this fate."
Crisis,English,Your storefront window shatters mysteriously. Did someone try to send you a message?
Crisis,English,Your loyal customers may soon turn against you. Better stock up on mace and lockdown protocols.
Crisis,Roman Urdu,"Inko sakht saza dilane ka waqt aa gaya hai, inko phansi par charhao."
Crisis,Roman Urdu,Aklee choodun tm jeson ko to
Crisis,Roman Urdu,Maaro pakar kr in haram khoro ko
Crisis,Roman Urdu,asaoo ko tu pori awam mil kr jootay maray.
Crisis,Roman Urdu,Security Khadshat K Bais Airport Seal
Crisis,Roman Urdu,"Is restaurant ko aag laga do, warna sabko nuksan uthana parega."
Crisis,Roman Urdu,"In galiyon ke keede ko publically shame karo, taake unka sach bolne ka hausla badh jaye."
Crisis,Roman Urdu,"Is dukaan ko tabah kar do, warna iska anjam bura hoga."
Crisis,Roman Urdu,In randio ki chooot mein goli maaro!
Crisis,Roman Urdu,Marnay do saaloon ko isi tarhan
Crisis,Roman Urdu,KOI PAKAR K ZINDA SARO OYE IS KUTTEY KHANZEER DI NASAL AAN ...
Crisis,Roman Urdu,Bagairat log joota uthao aor door se maro inkay
Crisis,Roman Urdu,"Is restaurant ko uda do, taake iske malik ko kabhi araam na mile."
Crisis,Roman Urdu,Ajeeb ghatiya log hain jote lagane chaiye
Crisis,Roman Urdu,Tunis Mein Baray Dehshatgard Hamlay Ka Khadsha
Crisis,Roman Urdu,"In haramkhoro ko utha kar farar karao, inka kuchla jana zaroori hai."
Crisis,Roman Urdu,ab jota khane kelye tyar hojao
Crisis,Roman Urdu,"In fitnon ko saza dilane ka waqt aa gaya hai, taake dosron ki zindagiyan mehfooz rahein."
Crisis,Roman Urdu,"In darindon ko saza-e-maut do, taake unko unki gandi raftar ka ehsaas ho."
Crisis,Roman Urdu,"In haramkhoro ko online forums par expose karo, taake unki asliyat sabko pata chal jaye."
Crisis,Roman Urdu,"In darindon ko social media par expose karo, taake unka koi supporter na rahe."
Crisis,Roman Urdu,"In fitnon ko saza-e-maut do, taake unko unki gandi harkaton ka ehsaas ho."
Crisis,Roman Urdu,joote maro ek ek ko
Crisis,Roman Urdu,"In zalimon ko insaaf dilao, taake ye dobara kisi ko chot na pahuncha sakein."
Crisis,Roman Urdu,"In zalimon ko ek-ek kar ke barbaad karo, insaaf dilao."
Crisis,Roman Urdu,"In darindon ko saza-e-maut do, taake insaaf ka raasta saaf ho."
Crisis,Roman Urdu,"In gaddaron ka naam aur shohrat mitti mein mila do, taake wo dobara kisi ke samne na aayein."
Crisis,Roman Urdu,"In galiyon ke keede ke khilaf online campaign chalao, taake unka naam mitti mein mil jaye."
Crisis,Roman Urdu,"Inko jail mein daal kar rakh do, taake wo dobara koi jurm na karein."
Crisis,Roman Urdu,"In fitnon ko sakht saza dilao, taake dosron ka bharosa wapas aa jaye."
Crisis,Roman Urdu,Isi petrol ko is admi py chirak k aag lgaa di jaye
Crisis,Roman Urdu,"In galiyon ke keede ko saza do, taake dosron ko inka sach samajh aaye."
Crisis,Roman Urdu,"In galiyon ke keede ke khilaf online campaign chalao, taake unki fitrat ka parda faash ho jaye."
Crisis,Roman Urdu,"Is dukaan ko barbaad kar do, taake iski yaad duniya ko hamesha ke liye rahe."
Crisis,Roman Urdu,"In gaddaron ki beizzati social media par shuru karo, taake unka koi maqam na rahe."
Crisis,Roman Urdu,Eske chittar lagaden rangers wale esko apni oqat pata chal jaege
Crisis,Roman Urdu,"In darindon ko saza dilao, taake insaniyat ko insaaf ki zarurat ka ehsaas ho."
Crisis,Roman Urdu,"In fitnon ki gandi raftar ko publically reveal karo, taake unki gandi fitrat sabke saamne aaye."
Crisis,Roman Urdu,"In gaddaron ki beizzati media ke zariye karo, taake unka koi maqam na rahe."
Crisis,Roman Urdu,"In gaddaron ki beizzati publically karo, taake unka koi maqam na bache."
Crisis,Roman Urdu,Baki sb bhar me jae.
Crisis,Roman Urdu,"In fitnon ko saza dilao, inka koi haq nahi insaaf ka."
Crisis,Roman Urdu,"In zalimon ko saza-e-maut do, taake dosron ko inka anjam yaad rahe."
Crisis,Roman Urdu,ICI Pull K Neche Bomb Ki Itla
Crisis,Roman Urdu,Ek chammat do isko...
Crisis,Roman Urdu,"In haramiyo ko galiyan sunane ka waqt khatam ho gaya hai, ab inko insaaf milna chahiye."
Crisis,Roman Urdu,Ulta ltka kar zinda jala dyna chahye os ko
Crisis,Roman Urdu,"In gaddaron ko bhagwan ke saamne pesh karo, taake unko asli insaaf mil sake."
Crisis,Roman Urdu,"In gaddaron ka naam aur shohrat online forums par failao, taake unka koi supporter na rahe."
Crisis,Roman Urdu,"In haramiyon ko saza-e-maut do, galiyan sun sun ke thak gaya hoon."
Crisis,Roman Urdu,"In zalimon ko insaaf dilao, taake insaniyat ko insaaf ki zarurat ka ehsaas ho."
Crisis,Roman Urdu,"Inko saza dilane ka waqt aa gaya hai, inko insaaf ki gehraiyon tak pohnchao."
Crisis,Roman Urdu,"Is dukaan ko tabah kar do, warna iske maalik ko saza-e-maut milegi."
Crisis,Roman Urdu,"In darindon ki badnaami ko media ke zariye spread karo, taake unko insaaf ka samna karna pare."
Crisis,Roman Urdu,jab tak danda nai karogay inko tab tak sahi nahi hongay
Crisis,Roman Urdu,"Ye sab besharmo ko insaaf ke teht kuchla jaye, inka kuchla jana zaroori hai."
Crisis,Roman Urdu,"In darindon ko social media par badnaam karo, taake unki gandi fitrat sabko pata chal jaye."
Crisis,Roman Urdu,Maroo bc ko
Crisis,Roman Urdu,"In fitnon ko sakht saza dilao, taake insaniyat ko insaaf ka raasta dikh jaye."
Crisis,Roman Urdu,Aik danda kas k lagao sar p or tango p
Crisis,Roman Urdu,Police na rook Lia warna kaat dalta kanjaro ko
Crisis,Roman Urdu,yh log khudi.virus han marne do.enko
Crisis,Roman Urdu,"In gaddaron ka naam aur shohrat publically spread karo, taake unko saza mil sake."
Crisis,Roman Urdu,"Inko sar-e-aam saza do, taake dosron ko inka anjam yaad rahe."
Crisis,Roman Urdu,In sab k munh par chhittar ki barish.
Crisis,Roman Urdu,bhai final me united ko alag alag kar dana maar maar k
Crisis,Roman Urdu,"In galiyon ke keede ke khilaf online awareness campaign chalao, taake insaniyat unke khilaaf ek ho jaye."
Crisis,Roman Urdu,gand me fire marengay direct
Crisis,Roman Urdu,"In haramzadon ko saza-e-maut do, taake dosron ko inka anjam yaad rahe."
Crisis,Roman Urdu,"In darindon ko phansi par chadhao, taake ye dosron ki jaan na le sakein."
Crisis,Roman Urdu,"In haramkhoro ko media ke samne expose karo, taake unka asli chehra sab dekh sakein."
Crisis,Roman Urdu,In jahel mullaon ko goliyan mar dy
Crisis,Roman Urdu,"In haramkhoro ko social media par expose karo, taake unki asliyat sabke saamne aaye."
Crisis,Roman Urdu,"Is dukaan ko khaak mein mila do, taake iski yaad duniya ko hamesha ke liye rahe."
